model,type_experiment,n_trainable_params,cl_technique,hyperparams,experiment_name,time,dataset_currently_testing,dataset_currently_training,dataset_wrt_training_datasets,target_epochs,best_epochs,learning_rate,batch_size,current_num_samples_training,cumulative_samples_trained,best_epoch,f1_score,precision_score,recall_score,accuracy,HATE_f1_score,HATE_precision_score,HATE_recall_score,NoHATE_f1_score,NoHATE_precision_score,NoHATE_recall_score
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,ibereval,hateval-immigrant,ZERO_SHOT,8,8,1e-05,32,4500,4500,,0.6375707860967859,0.6782858570714643,0.6365887898922381,0.6873278236914601,0.5032822757111597,0.6609195402298851,0.40636042402826855,0.771859296482412,0.6956521739130435,0.8668171557562077
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,evalita,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,4500,,0.5457162900369711,0.5520960835598847,0.5488325281803543,0.559,0.4680337756332931,0.5257452574525745,0.4217391304347826,0.623398804440649,0.5784469096671949,0.6759259259259259
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,davidson,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,4500,,0.5868632545773158,0.6027472527472527,0.5817307692307692,0.7155635062611807,0.3562753036437247,0.4230769230769231,0.3076923076923077,0.817451205510907,0.7824175824175824,0.8557692307692307
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,founta_hateful_57k,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,4500,,0.6393189224405196,0.6561724081420625,0.6266548829562273,0.9128236422282276,0.3252361673414305,0.3662613981762918,0.2924757281553398,0.9534016775396086,0.9460834181078331,0.9608340377571147
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,hateval-women,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,4500,,0.4817367170432264,0.4853808476609356,0.4867278471320239,0.5129076086956522,0.3546354635463546,0.4036885245901639,0.3162118780096308,0.6088379705400983,0.5670731707317073,0.657243816254417
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,0,waseem-sexism,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,4500,,0.5026123372179221,0.5089037927844589,0.5064265754057009,0.7020983832129343,0.18761726078799248,0.2364066193853428,0.15552099533437014,0.8176074136478517,0.7814009661835749,0.8573321554770318
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,hateval-immigrant,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,14692,,0.5186115866668513,0.5236573232053066,0.5242448330683624,0.5203468979319547,0.48970901348474094,0.4423076923076923,0.548489666136725,0.5475141598489616,0.6050069541029207,0.5
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,waseem-racism,waseem-racism,IN_TRAINING,8,8,1e-05,32,10192,14692,,0.8192824426009497,0.8432967851572503,0.7998630855015227,0.9148775894538607,0.6878453038674033,0.7477477477477478,0.6368286445012787,0.9507195813344963,0.9388458225667528,0.9628975265017667
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,ibereval,waseem-racism,ZERO_SHOT,8,8,1e-05,32,10192,14692,,0.3828019486783716,0.8055172413793104,0.5017667844522968,0.6115702479338843,0.007042253521126761,1.0,0.0035335689045936395,0.7585616438356164,0.6110344827586207,1.0
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,evalita,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14692,,0.3493460376276495,0.32977642276422764,0.4892109500805153,0.528,0.008403361344537815,0.125,0.004347826086956522,0.6902887139107612,0.5345528455284553,0.9740740740740741
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,davidson,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14692,,0.4396283586129813,0.5950806532411581,0.5039881993006993,0.7432915921288015,0.02711864406779661,0.4444444444444444,0.013986013986013986,0.8521380731581659,0.7457168620378719,0.9939903846153846
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,founta_hateful_57k,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14692,,0.5147660738435883,0.6857728358378342,0.5164193432490669,0.9274692703338855,0.06726457399103139,0.4411764705882353,0.03640776699029126,0.9622675736961451,0.9303692010874332,0.9964309195078426
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,hateval-women,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14692,,0.3652436394997844,0.28809523809523807,0.4988221436984688,0.5754076086956522,0.0,0.0,0.0,0.7304872789995688,0.5761904761904761,0.9976442873969376
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,1,waseem-sexism,waseem-racism,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,10192,14692,,0.427478672985782,0.3900300400534045,0.477367710983739,0.7426900584795322,0.0026666666666666666,0.009345794392523364,0.0015552099533437014,0.8522906793048973,0.7707142857142857,0.9531802120141343
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,hateval-immigrant,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,18509,,0.533613110958359,0.5894808567258992,0.576191911993129,0.5410273515677118,0.5924170616113744,0.4721435316336166,0.794912559618442,0.47480916030534354,0.7068181818181818,0.35747126436781607
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,waseem-racism,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,18509,,0.8137328166996838,0.792353935296958,0.8419840627908868,0.8983050847457628,0.6882217090069284,0.6273684210526316,0.7621483375959079,0.9392439243924392,0.9573394495412844,0.9218197879858657
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,ibereval,ibereval,IN_TRAINING,8,8,1e-05,32,3817,18509,,0.7922139957009793,0.7898826291079812,0.795503673156841,0.800275482093664,0.7512864493996569,0.73,0.773851590106007,0.8331415420023015,0.8497652582159625,0.8171557562076749
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,evalita,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18509,,0.6024557619380932,0.6118117269155287,0.6098631239935588,0.603,0.6171648987463838,0.5545927209705372,0.6956521739130435,0.5877466251298027,0.6690307328605201,0.524074074074074
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,davidson,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18509,,0.7334460411383488,0.760738409076005,0.7172202797202797,0.8130590339892666,0.5877712031558185,0.6742081447963801,0.5209790209790209,0.8791208791208791,0.8472686733556298,0.9134615384615384
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,founta_hateful_57k,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18509,,0.7080329014178153,0.7434334680252136,0.6832648514874057,0.9316537355069305,0.45251396648044695,0.5328947368421053,0.3932038834951456,0.9635518363551836,0.9539721992083219,0.9733258194796657
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,hateval-women,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18509,,0.4464473523297053,0.640182315897353,0.5589618227089939,0.4986413043478261,0.6164241164241164,0.4558032282859339,0.9518459069020867,0.27647058823529413,0.8245614035087719,0.16607773851590105
diptanu/fBERT,GO,109483778,ewc,ewc_lambda=1500,hateval-immigrant-TO-waseem-racism-TO-ibereval,2,waseem-sexism,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,18509,,0.5783321005917159,0.6111354978870305,0.5718271381389137,0.7571379428964569,0.3037475345167653,0.41509433962264153,0.23950233281493002,0.8529166666666667,0.8071766561514195,0.9041519434628975
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,davidson,davidson,IN_TRAINING,8,8,1e-05,32,4293,4293,8.0,0.9213816911012616,0.9276256616044556,0.9155922202797202,0.9409660107334525,0.8821428571428571,0.9014598540145985,0.8636363636363636,0.9606205250596659,0.9537914691943128,0.9675480769230769
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,founta_hateful_57k,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,8.0,0.7726497749248029,0.7808362435409575,0.7650340334713002,0.941068782146282,0.5769712140175219,0.5956072351421189,0.5594660194174758,0.968328335832084,0.9660652519397962,0.9706020475251245
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,ibereval,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,8.0,0.6178576055973051,0.6204177481151898,0.6165718798107985,0.6418732782369146,0.5220588235294118,0.5440613026819924,0.5017667844522968,0.7136563876651982,0.6967741935483871,0.7313769751693002
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-immigrant,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,8.0,0.4642280063538621,0.6080186305673855,0.532166547886629,0.5990660440293529,0.19544846050870146,0.6186440677966102,0.11605723370429252,0.7330075521990227,0.5973931933381608,0.9482758620689655
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,hateval-women,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,8.0,0.32808658241581345,0.6455181972423352,0.511512930895946,0.4375,0.5992255566311714,0.42896742896742895,0.9935794542536116,0.05694760820045558,0.8620689655172413,0.02944640753828033
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-racism,davidson,ZERO_SHOT,8,8,1e-05,32,4293,4293,8.0,0.5865767425743226,0.5992462845010615,0.5792087652390807,0.8128060263653484,0.28075253256150506,0.3233333333333333,0.24808184143222506,0.89240095258714,0.8751592356687898,0.9103356890459364
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,evalita,davidson,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4293,4293,8.0,0.6029263127496751,0.6152623211446742,0.6120772946859903,0.604,0.623574144486692,0.5540540540540541,0.7130434782608696,0.5822784810126582,0.6764705882352942,0.5111111111111111
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,0,waseem-sexism,davidson,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4293,4293,8.0,0.5209866012334594,0.5510282184056171,0.5269283504333155,0.7409700722394221,0.19637139807897544,0.3129251700680272,0.14307931570762053,0.8456018043879434,0.789131266743207,0.9107773851590106
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,davidson,founta_hateful_57k,TRAINING_PASSED,8,8,1e-05,32,44048,48341,1.0,0.9182917335282248,0.9217984372930738,0.9149366258741258,0.9382826475849732,0.8778761061946903,0.8888888888888888,0.8671328671328671,0.9587073608617595,0.9547079856972587,0.9627403846153846
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,founta_hateful_57k,founta_hateful_57k,IN_TRAINING,8,8,1e-05,32,44048,48341,1.0,0.7759657242466373,0.7802959453769511,0.771799009429704,0.9411559585040536,0.5835903763109191,0.5934755332496863,0.5740291262135923,0.9683410721823554,0.9671163575042159,0.9695688926458157
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,ibereval,founta_hateful_57k,ZERO_SHOT,8,8,1e-05,32,44048,48341,1.0,0.6184169031851151,0.6206752129031199,0.6172099960915378,0.6418732782369146,0.5238095238095238,0.5437262357414449,0.5053003533568905,0.7130242825607064,0.6976241900647948,0.7291196388261851
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,hateval-immigrant,founta_hateful_57k,ZERO_SHOT,8,8,1e-05,32,44048,48341,1.0,0.47394648923327437,0.6024791793948359,0.53494325968971,0.5997331554369579,0.21671018276762402,0.6058394160583942,0.13195548489666137,0.7311827956989247,0.5991189427312775,0.9379310344827586
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,hateval-women,founta_hateful_57k,ZERO_SHOT,8,8,1e-05,32,44048,48341,1.0,0.3300819358778525,0.6793134151167393,0.5137069954833087,0.43953804347826086,0.6008708272859217,0.43005540166204986,0.9967897271268058,0.059293044469783354,0.9285714285714286,0.030624263839811542
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,waseem-racism,founta_hateful_57k,ZERO_SHOT,8,8,1e-05,32,44048,48341,1.0,0.5977916745152061,0.6085940924662168,0.5906714006850243,0.8143126177024482,0.3026874115983027,0.33860759493670883,0.27365728900255754,0.8928959374321095,0.8785805899957246,0.9076855123674912
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,evalita,founta_hateful_57k,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,44048,48341,1.0,0.6017059426075319,0.6150915869670934,0.6114734299516909,0.603,0.6244087038789026,0.5527638190954773,0.717391304347826,0.5790031813361611,0.6774193548387096,0.5055555555555555
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,1,waseem-sexism,founta_hateful_57k,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,44048,48341,1.0,0.5229081242446829,0.5506113740049869,0.527830289774632,0.7389060887512899,0.20189274447949526,0.3116883116883117,0.14930015552099535,0.8439235040098705,0.7895344363216622,0.9063604240282686
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,davidson,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,52158,8.0,0.9182917335282248,0.9217984372930738,0.9149366258741258,0.9382826475849732,0.8778761061946903,0.8888888888888888,0.8671328671328671,0.9587073608617595,0.9547079856972587,0.9627403846153846
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,founta_hateful_57k,ibereval,TRAINING_PASSED,8,8,1e-05,32,3817,52158,8.0,0.7759657242466373,0.7802959453769511,0.771799009429704,0.9411559585040536,0.5835903763109191,0.5934755332496863,0.5740291262135923,0.9683410721823554,0.9671163575042159,0.9695688926458157
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,ibereval,ibereval,IN_TRAINING,8,8,1e-05,32,3817,52158,8.0,0.6184169031851151,0.6206752129031199,0.6172099960915378,0.6418732782369146,0.5238095238095238,0.5437262357414449,0.5053003533568905,0.7130242825607064,0.6976241900647948,0.7291196388261851
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,hateval-immigrant,ibereval,ZERO_SHOT,8,8,1e-05,32,3817,52158,8.0,0.47394648923327437,0.6024791793948359,0.53494325968971,0.5997331554369579,0.21671018276762402,0.6058394160583942,0.13195548489666137,0.7311827956989247,0.5991189427312775,0.9379310344827586
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,hateval-women,ibereval,ZERO_SHOT,8,8,1e-05,32,3817,52158,8.0,0.3300819358778525,0.6793134151167393,0.5137069954833087,0.43953804347826086,0.6008708272859217,0.43005540166204986,0.9967897271268058,0.059293044469783354,0.9285714285714286,0.030624263839811542
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,waseem-racism,ibereval,ZERO_SHOT,8,8,1e-05,32,3817,52158,8.0,0.5977916745152061,0.6085940924662168,0.5906714006850243,0.8143126177024482,0.3026874115983027,0.33860759493670883,0.27365728900255754,0.8928959374321095,0.8785805899957246,0.9076855123674912
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,evalita,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,52158,8.0,0.6017059426075319,0.6150915869670934,0.6114734299516909,0.603,0.6244087038789026,0.5527638190954773,0.717391304347826,0.5790031813361611,0.6774193548387096,0.5055555555555555
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,2,waseem-sexism,ibereval,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,3817,52158,8.0,0.5229081242446829,0.5506113740049869,0.527830289774632,0.7389060887512899,0.20189274447949526,0.3116883116883117,0.14930015552099535,0.8439235040098705,0.7895344363216622,0.9063604240282686
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,davidson,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,56658,8.0,0.9182917335282248,0.9217984372930738,0.9149366258741258,0.9382826475849732,0.8778761061946903,0.8888888888888888,0.8671328671328671,0.9587073608617595,0.9547079856972587,0.9627403846153846
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,founta_hateful_57k,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,56658,8.0,0.7759657242466373,0.7802959453769511,0.771799009429704,0.9411559585040536,0.5835903763109191,0.5934755332496863,0.5740291262135923,0.9683410721823554,0.9671163575042159,0.9695688926458157
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,ibereval,hateval-immigrant,TRAINING_PASSED,8,8,1e-05,32,4500,56658,8.0,0.6184169031851151,0.6206752129031199,0.6172099960915378,0.6418732782369146,0.5238095238095238,0.5437262357414449,0.5053003533568905,0.7130242825607064,0.6976241900647948,0.7291196388261851
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,hateval-immigrant,hateval-immigrant,IN_TRAINING,8,8,1e-05,32,4500,56658,8.0,0.47394648923327437,0.6024791793948359,0.53494325968971,0.5997331554369579,0.21671018276762402,0.6058394160583942,0.13195548489666137,0.7311827956989247,0.5991189427312775,0.9379310344827586
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,hateval-women,hateval-immigrant,ZERO_SHOT,8,8,1e-05,32,4500,56658,8.0,0.3300819358778525,0.6793134151167393,0.5137069954833087,0.43953804347826086,0.6008708272859217,0.43005540166204986,0.9967897271268058,0.059293044469783354,0.9285714285714286,0.030624263839811542
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,waseem-racism,hateval-immigrant,ZERO_SHOT,8,8,1e-05,32,4500,56658,8.0,0.5977916745152061,0.6085940924662168,0.5906714006850243,0.8143126177024482,0.3026874115983027,0.33860759493670883,0.27365728900255754,0.8928959374321095,0.8785805899957246,0.9076855123674912
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,evalita,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,56658,8.0,0.6017059426075319,0.6150915869670934,0.6114734299516909,0.603,0.6244087038789026,0.5527638190954773,0.717391304347826,0.5790031813361611,0.6774193548387096,0.5055555555555555
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,3,waseem-sexism,hateval-immigrant,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,56658,8.0,0.5229081242446829,0.5506113740049869,0.527830289774632,0.7389060887512899,0.20189274447949526,0.3116883116883117,0.14930015552099535,0.8439235040098705,0.7895344363216622,0.9063604240282686
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,davidson,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,8.0,0.9182917335282248,0.9217984372930738,0.9149366258741258,0.9382826475849732,0.8778761061946903,0.8888888888888888,0.8671328671328671,0.9587073608617595,0.9547079856972587,0.9627403846153846
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,founta_hateful_57k,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,8.0,0.7759657242466373,0.7802959453769511,0.771799009429704,0.9411559585040536,0.5835903763109191,0.5934755332496863,0.5740291262135923,0.9683410721823554,0.9671163575042159,0.9695688926458157
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,ibereval,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,8.0,0.6184169031851151,0.6206752129031199,0.6172099960915378,0.6418732782369146,0.5238095238095238,0.5437262357414449,0.5053003533568905,0.7130242825607064,0.6976241900647948,0.7291196388261851
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,hateval-immigrant,hateval-women,TRAINING_PASSED,8,8,1e-05,32,4500,61158,8.0,0.47394648923327437,0.6024791793948359,0.53494325968971,0.5997331554369579,0.21671018276762402,0.6058394160583942,0.13195548489666137,0.7311827956989247,0.5991189427312775,0.9379310344827586
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,hateval-women,hateval-women,IN_TRAINING,8,8,1e-05,32,4500,61158,8.0,0.3300819358778525,0.6793134151167393,0.5137069954833087,0.43953804347826086,0.6008708272859217,0.43005540166204986,0.9967897271268058,0.059293044469783354,0.9285714285714286,0.030624263839811542
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,waseem-racism,hateval-women,ZERO_SHOT,8,8,1e-05,32,4500,61158,8.0,0.5977916745152061,0.6085940924662168,0.5906714006850243,0.8143126177024482,0.3026874115983027,0.33860759493670883,0.27365728900255754,0.8928959374321095,0.8785805899957246,0.9076855123674912
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,evalita,hateval-women,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,61158,8.0,0.6017059426075319,0.6150915869670934,0.6114734299516909,0.603,0.6244087038789026,0.5527638190954773,0.717391304347826,0.5790031813361611,0.6774193548387096,0.5055555555555555
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,4,waseem-sexism,hateval-women,ZERO_SHOT_not_in_training_stream,8,8,1e-05,32,4500,61158,8.0,0.5229081242446829,0.5506113740049869,0.527830289774632,0.7389060887512899,0.20189274447949526,0.3116883116883117,0.14930015552099535,0.8439235040098705,0.7895344363216622,0.9063604240282686
diptanu/fBERT,GO,109483778,lwf,lwf_lambda=1_temperature=2,davidson-TO-founta_hateful_57k-TO-ibereval-TO-hateval-immigrant-TO-hateval-women-TO-waseem-racism,5,davidson,waseem-racism,TRAINING_PASSED,8,8,1e-05,32,10192,71350,8.0,0.9182917335282248,0.9217984372930738,0.9149366258741258,0.9382826475849732,0.8778761061946903,0.8888888888888888,0.8671328671328671,0.9587073608617595,0.9547079856972587,0.9627403846153846
